tweet id,label
1557121940883636224,neutral
1557118635969171456,fake
1557113763207303168,neutral
1557107574473998337,neutral
1557088392571240450,fake
1557086811650142208,neutral
1557061824603987972,neutral
1557059410823979008,fake
1557055442370568192,neutral
1557054484370554880,fact
1557049129561464840,fact
1557038917467127811,fact
1557037042512584704,neutral
1557028967894454274,fact
1557018087907549184,fake
1557015273126912002,fact
1557015004016156672,neutral
1557012801172000770,fake
1557005475593469954,fact
1557004588687007754,fact
1557002185837264897,neutral
1556999877309210624,fake
1556989419156082689,fake
1556989401841942530,neutral
1556986643822923776,fact
1556982125567639554,neutral
1556970448033808385,neutral
1556969362371874818,neutral
1556966780022710272,neutral
1556965806109597696,fake
1556962081760493568,neutral
1556961056827883520,neutral
1556960635317112834,neutral
1556955437328646144,neutral
1556950068460228609,neutral
1556946539456634886,neutral
1556945201637298176,neutral
1556944793045008384,neutral
1556941134915686402,fact
1556936371549388800,neutral
1556936175822274561,neutral
1556934724152696833,neutral
1556934057010905091,neutral
1556933207802712065,neutral
1556929329031962624,neutral
1556915893573193729,neutral
1556911127438704640,fact
1556910616161525761,neutral
1556906378953900032,neutral
1556905864040153089,neutral
1556904459866873856,neutral
1556904168673214464,fact
1556891842737836032,fact
1556890135530291200,fact
1556889263911862272,fact
1556888620501540866,neutral
1556886491816771584,neutral
1556886336430346240,neutral
1556886190237818883,neutral
1556884998904549376,fact
1556884810769076224,neutral
1556882887588384768,neutral
1556879046562160640,fact
1556878989309927425,neutral
1556878264001511425,neutral
1556874135539695621,fact
1556871013362765826,neutral
1556870854339854339,neutral
1556868905133641728,neutral
1556867465111650304,neutral
1556866491185782784,neutral
1556866432394207233,neutral
1556865802564943872,fact
1556864687115051008,neutral
1556863743279222785,neutral
1556863381121949696,neutral
1556862900685471750,fact
1556862045680799744,neutral
1556861269394718720,neutral
1556860730867163136,fact
1556860467225808897,neutral
1556857416272285697,neutral
1556853658071011328,fact
1556851908773552129,neutral
1556851832483418112,fact
1556850096003862528,fake
1556849778230689799,neutral
1556848669315551235,neutral
1556848334668709891,fake
1556846632012075008,neutral
1556846001612197889,neutral
1556836977919627272,fact
1556835619476848640,neutral
1556835299166195718,neutral
1556834666069499906,neutral
1556828237015253001,neutral
1556827812958445568,neutral
1556821747722293248,neutral
1556819222688317443,neutral
1556815149805322243,fake
1556811664477097984,fact
1556785366442688512,neutral
1556777789805965312,fact
1556776202521788422,fake
1556757144095100928,neutral
1556744425497399296,fake
1556743861099237376,fact
1556740987032043520,fake
1556740345484001280,fake
1556738977926991873,fake
1556738373078892544,fact
1556733092337176576,neutral
1556724012805459970,fake
1556718312813371392,fact
1556718249517228032,neutral
1556713964620365836,neutral
1556693678420271104,fake
1556692978168725505,
1556689872991272961,fake
1556669720379662336,fake
1556668364864606209,neutral
1556667779008569344,neutral
1556666207960502273,neutral
1556666070534131712,neutral
1556665783056564226,fact
1556663269322117123,fake
1556663043421097984,neutral
1556654852469661697,fake
1556652719007567875,fact
1556651068435611648,fact
1556644148219969536,fake
1556639186727456773,neutral
1556632107643977729,
1556628202944139272,neutral
1556627932965126147,fact
1556597919163236353,fact
1556584753100374017,neutral
1556570538641948673,neutral
1556555514342948864,neutral
1556548610623475712,neutral
1556539037921452033,neutral
1556538817359876098,fact
1556538725991124992,neutral
1556538493085663232,neutral
1556538251921473537,neutral
1556534563245101057,neutral
1556526410117824512,neutral
1556515056472440834,fake
1556514869578534912,fact
1556512410613288961,neutral
1556508474376425473,neutral
1556477303030513666,fake
1556461338565697537,fact
1556397601989296129,neutral
1556395822186651650,neutral
1556395163085414402,fact
1556386732609773568,neutral
1556384923237457922,neutral
1556383587578044423,fake
1556381686564327424,neutral
1556374492053643264,neutral
1556373345431601153,fact
1556369645254369280,fake
1556359971297804294,neutral
1556352132135124992,fact
1556350069900812296,neutral
1556349890166415361,neutral
1556340347776761856,fake
1556339419199815680,neutral
1556335396094726149,neutral
1556334998881505283,fake
1556334038352363521,neutral
1556329779871227907,neutral
1556329329294016513,neutral
1556328108646666247,neutral
1556322869570838529,neutral
1556317359404732418,fact
1556306309032689667,fake
1556303444855635968,fake
1556294806791397376,fact
1556292755558653954,neutral
1556279532252020738,neutral
1556276179585404930,fake
1556275661664227334,neutral
1556272532780711937,neutral
1556271317946605568,fact
1556269391167344640,fact
1556265365394571266,fake
1556251770371952641,
1556251303671627777,fake
1556245457776566272,fact
1556242539342069760,fact
1556234759453433861,fact
1556221069689856002,fake
1556220837677645824,fact
1556216178686795776,neutral
1556210406221352961,fake
1556206096741793794,fake
1556196608907395077,fake
1556193077676478465,fake
1556179055090843649,fake
1556172294556626944,fact
1556163471770796033,neutral
1556156124176547840,fact
1556152927126970368,neutral
1556024647359029248,neutral
1556020813756874754,neutral
1556020167796264963,neutral
1556015765605826563,neutral
1556012338028871681,neutral
1556003006042279937,neutral
1555993303702818824,neutral
1555991784119013378,neutral
1555990290342764545,fake
1555988464251944961,fact
1555983909510434817,fact
1555974514713960449,fact
1555974053168562176,neutral
1555973563252883456,fake
1555972196023123969,fact
1555968234020605954,fact
1555965693484490755,neutral
1555964107483975680,neutral
1555962195099488257,neutral
1555958436864696322,neutral
1555956119855562754,neutral
1555956000745836553,neutral
1555952931299622912,fake
1555950553423056896,neutral
1558066115896565767,fake
1558061670806818816,fake
1558061121688506370,fake
1558060961659064323,fake
1558049835428859904,neutral
1558043294894260224,fake
1558040066236325890,fake
1558031745206845440,fake
1558029719949508609,fake
1558026650176086016,fake
1558020536818700288,neutral
1558018328026906625,neutral
1558014068677644289,fact
1558008159545049090,neutral
1557985585842749440,neutral
1557985259672805376,fake
1557982532217487360,fake
1557981672188116992,fact
1557980949266239488,fake
1557971464883736577,fake
1557963023725350912,fake
1557961118332723200,fake
1557949372289224705,neutral
1557948402008313858,fact
1557944520985255944,fake
1557941772101238786,neutral
1557920300012027904,fact
1557892727559315456,neutral
1557849300457164801,neutral
1557843226719141890,neutral
1557829356147318784,neutral
1557828644357251072,fake
1557825444266684416,fake
1557819284159696897,fact
1557819034841784320,neutral
1557818551909629952,neutral
1557817776542187527,neutral
1557817262807162881,fact
1557815970420428800,neutral
1557815219233198084,neutral
1557815044427194369,neutral
1557813867648008192,neutral
1557813241274929155,neutral
1557812829339648000,neutral
1557810607646285824,fact
1557809840608657411,neutral
1557809173521481728,neutral
1557808618589880324,neutral
1557807981164732418,neutral
1557804732168691718,neutral
1557803221237776384,neutral
1557802494448832512,neutral
1557800450115649537,neutral
1557800284503564290,neutral
1557799899693023232,neutral
1557799557970411525,neutral
1557799297965490178,neutral
1557798882930720775,neutral
1557798717931065344,fake
1557798130954952704,fake
1557797947001262081,neutral
1557797904621965315,fact
1557797673788399618,neutral
1557796996479680512,neutral
1557796037343027203,fact
1557795149350141953,neutral
1557794848840859649,neutral
1557794828615811074,fact
1557791669717815296,neutral
1557788246704259073,neutral
1557785190428282880,neutral
1557784490126319619,neutral
1557783159403683841,neutral
1557780404127555585,fact
1557776499754893315,fact
1557776417655513090,fact
1557771080357519361,neutral
1557770084910858240,fact
1557767830162087936,neutral
1557765662256381952,neutral
1557765400150122498,fact
1557764898985320448,fake
1557764586912219137,neutral
1557763863621279750,fake
1557762817570361348,neutral
1557761604099383299,neutral
1557759564665311239,neutral
1557757676116926465,neutral
1557757201573347328,neutral
1557756997159845890,neutral
1557750417366417408,neutral
1557750030261534720,fake
1557748848629633024,neutral
1557746345301233664,neutral
1557744305753788416,neutral
1557739377584848902,neutral
1557734252024066049,neutral
1557730025486446592,neutral
1557727743462502400,neutral
1557725051851399168,neutral
1557722175737569280,fake
1557714751198748672,neutral
1557707572697784320,neutral
1557699510788399106,fact
1557699209888931844,neutral
1557697414844350464,neutral
1557696903659266050,neutral
1557696236618190849,neutral
1557680148421517315,neutral
1557678189190717440,fake
1557675760135114752,fake
1557675536440229888,neutral
1557673937093402624,neutral
1557673313148755968,neutral
1557670338061914112,neutral
1557668713423323136,neutral
1557668137553870848,neutral
1557666865362927616,neutral
1557660668807073792,neutral
1557658169786114051,neutral
1557657558575357953,neutral
1557653511130808321,neutral
1557652602220838912,neutral
1557652351095283712,neutral
1557652022731722752,neutral
1557651900459270146,neutral
1557651677796335617,neutral
1557648637752229889,neutral
1557648287343206400,fake
1557648143197642752,neutral
1557647306727604225,neutral
1557642422959706112,neutral
1557637264695607296,neutral
1557636814722269185,neutral
1557632386485166085,neutral
1557627026479235072,fact
1557626416186941440,neutral
1557625835250647040,neutral
1557591221987692544,neutral
1557590880747405312,neutral
1557588884850188290,neutral
1557578528140427268,neutral
1557565430050570240,neutral
1557552540446769152,neutral
1557526759880511490,neutral
1557463490448818181,neutral
1557460249954729986,fact
1557458967298818048,neutral
1557440061922238465,neutral
1557439782816567296,neutral
